from_class,3,5,11,17,29,41,59,71,101,107,137,149,167,179,191,197,209
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0465379155640455,0.08377876307810939,0.08481712553232505,0.07985752089868738,0.07879287078740295,0.07235239480555897,0.07374125935402465,0.07018804437356513,0.06359860500166488,0.06315171483149612,0.06638071537477437,0.054450500341739545,0.053026585583848866,0.0546695641506458,0.054656420322111425
17,0.0,0.0,0.05072492326016228,0.04467331380353726,0.08466122810013618,0.09556901330741037,0.08106179034807702,0.08195508146902601,0.0712531035298136,0.07071450153041788,0.06474171187858246,0.07616620469503303,0.06109848534608463,0.059014139397203645,0.05689038354592786,0.05321212598907908,0.048263993799508687
29,0.0,0.0,0.04957769900660802,0.05377882806004114,0.04711828803991073,0.0857292897466194,0.08332239289309001,0.08396569077939696,0.07720449870902805,0.08317360290578092,0.0717080215307864,0.06729683602468163,0.06507373856723994,0.06374338103365279,0.05804559975493414,0.05485099120388604,0.05541114174434379
41,0.0,0.0,0.05459645432033835,0.0526548769530822,0.05256283829684658,0.045300550040540837,0.08698091293581399,0.08293559485460084,0.07946442267657178,0.08741042666491355,0.07493699734841014,0.07194793241732957,0.06515460302851007,0.06538250827252208,0.06039488966318235,0.06768347467841256,0.05259351784892512
59,0.0,0.0,0.055937985039943176,0.05050115313450897,0.051908591071318955,0.04655506546120996,0.04442417811762849,0.08493734489683173,0.0866736234730833,0.08161824670940133,0.08529687732928787,0.0746819014881135,0.0720862527074546,0.06760086638547139,0.07550181081578786,0.06263756500083306,0.05963853836912581
71,0.0,0.0,0.05866719208371645,0.0626340908095801,0.04996278295897368,0.05091291212399842,0.05081658566487149,0.04451595954288717,0.08634353518104995,0.08636542755812426,0.08975874600464119,0.08559043740969395,0.07500328385656115,0.07034896449056438,0.0645868908446079,0.06255527825211261,0.061937913218617274
101,0.0,0.0,0.06170513837108949,0.057836793523260446,0.05590481155509215,0.05427949339139501,0.0480542181606305,0.049131922387772,0.045009484673381145,0.08356588671839063,0.08586148434043187,0.08034153585995102,0.087486802504129,0.08308398645422166,0.0703092485422517,0.07047572317896461,0.06695347033903874
107,0.0,0.0,0.06535169854910128,0.06262141869541628,0.0693027285296743,0.053437352328613685,0.05327983618320878,0.05441307734042739,0.05064144074767664,0.045509039676566845,0.08469555629452019,0.08601256628804453,0.07815863626021667,0.07723979207868807,0.07073787563225231,0.07258869034075993,0.07601029105483312
137,0.0,0.0,0.06586671459949056,0.06616921748203615,0.06864623383911231,0.05941770387159848,0.06471808046576676,0.051136139449444756,0.054551353152386926,0.04886517578047936,0.04383661337062741,0.08574422285255834,0.08389413275930854,0.08317075630104737,0.08141711640223238,0.07258315541195193,0.06998338426195873
149,0.0,0.0,0.06885990088380796,0.07662005897895424,0.06459641481572363,0.06823330426742968,0.057445326158875105,0.06575320856903737,0.051784047638870026,0.047003509817410624,0.05131957741973648,0.045031702283353126,0.08679458585469094,0.08329791382762897,0.08272828054001236,0.0783333406363242,0.07219882830814532
167,0.0,0.0,0.07878111249753728,0.06887327335215954,0.06816838510540488,0.06247674087695103,0.06836978174733478,0.05974037345942514,0.05337448829929292,0.054254504060769246,0.05117663798953613,0.04604540180819159,0.045633852148595694,0.08702086206519122,0.09519931700269259,0.08095269368008581,0.07993257590683216
179,0.0,0.0,0.0794806104797565,0.07504434080010511,0.06848409205369069,0.06752939630821783,0.06500251811951215,0.06819505572707964,0.06852788543651055,0.056585429941535835,0.049280693687183866,0.050774048041340954,0.052622128796338874,0.0464122271124833,0.08558102870656244,0.08610654930040071,0.08037399548928156
191,0.0,0.0,0.07885532452049511,0.08074003296048249,0.07471773203829027,0.06989638486622952,0.07562063887233073,0.06566674848346717,0.06172639293102844,0.05791752866510046,0.062186612433816055,0.05152266909779445,0.05298222237806375,0.05304796802131912,0.04602633332164522,0.08301921526000211,0.08607419614993513
197,0.0,0.0,0.0981994508281302,0.07952498382216626,0.07937632264721829,0.07939818458471064,0.06883449638840793,0.06570823932700212,0.06371880301519842,0.06068873847875894,0.05940762894170733,0.0556211413680326,0.05444934151844273,0.049731535407593966,0.05075904646973434,0.04717368872098921,0.08740839848190705
209,0.0,0.0,0.08657877655561988,0.08486395452870901,0.08068873568057822,0.08077206462817746,0.0722812834412224,0.07000947318562181,0.07585127098573759,0.06724646071259407,0.061286248092205675,0.05971176955598828,0.05366822798800063,0.056668070101573605,0.04815536024419768,0.054979562479167764,0.04723874182060593
